epoch,ach_id,loss,rl_loss,vae_recon_loss,vae_kl_loss,used_encoder,mean_reward,validity,baseline,entropy,invalid_penalty,mean_reward_valid,min_reward_valid,max_reward_valid,frac_valid_below_penalty
75,ACH-000621,-161.51048278808594,-166.0127410888672,3.9578444957733154,0.5444068908691406,True,-8.190509796142578,0.328125,-8.794684898382704,1.2890945672988892,-10.0,-4.4853620529174805,-5.209857940673828,-3.625397205352783,0.0
76,ACH-000624,-120.8355712890625,-125.23416900634766,3.857436180114746,0.5411633253097534,True,-8.0337495803833,0.328125,-8.718591366582762,0.9297091960906982,-10.0,-4.007617473602295,-4.838726043701172,-2.3530564308166504,0.0
77,ACH-000643,-161.8308563232422,-166.3394012451172,3.929147243499756,0.5794044733047485,True,-8.525534629821777,0.265625,-8.699285692906663,1.1401913166046143,-10.0,-4.449071884155273,-5.186069488525391,-3.5417966842651367,0.0
78,ACH-000668,-147.914306640625,-152.35488891601562,3.8866682052612305,0.5539077520370483,True,-8.300386428833008,0.3125,-8.659395766499298,1.0294363498687744,-10.0,-4.561236381530762,-5.066219329833984,-4.119654178619385,0.0
79,ACH-000691,-172.3524932861328,-176.95323181152344,4.020931720733643,0.5798059701919556,True,-8.383406639099121,0.28125,-8.63179685375928,1.1398890018463135,-10.0,-4.25211238861084,-4.847076416015625,-3.4024837017059326,0.0
80,ACH-000699,-152.36257934570312,-156.9054718017578,3.986210584640503,0.5566830039024353,True,-9.138340950012207,0.15625,-8.682451263384571,0.9876201152801514,-10.0,-4.485379695892334,-4.8224897384643555,-4.023371696472168,0.0
81,ACH-000711,-153.18316650390625,-157.61460876464844,3.8626725673675537,0.568763792514801,True,-8.59415340423584,0.25,-8.673621477469698,1.0543938875198364,-10.0,-4.376613616943359,-5.183089733123779,-3.1258583068847656,0.0
82,ACH-000725,-132.16648864746094,-136.49285888671875,3.758920669555664,0.5674549341201782,True,-8.468843460083008,0.28125,-8.65314367573103,0.9042622447013855,-10.0,-4.555886745452881,-5.088705062866211,-3.72121000289917,0.0
83,ACH-000755,-137.0111083984375,-141.45306396484375,3.8878333568573,0.5541270971298218,True,-8.51711654663086,0.265625,-8.639540962821012,0.9325679540634155,-10.0,-4.417381763458252,-4.942518711090088,-3.7995972633361816,0.0
84,ACH-000759,-171.0959014892578,-175.73245239257812,4.0637006759643555,0.5728536248207092,True,-8.5860595703125,0.25,-8.634192823570162,1.1095918416976929,-10.0,-4.344239234924316,-4.638061046600342,-3.9386680126190186,0.0
85,ACH-000768,-110.41111755371094,-114.93083953857422,3.9847140312194824,0.5350083112716675,True,-7.819681167602539,0.390625,-8.5527416579734,0.7698288559913635,-10.0,-4.418384075164795,-5.209751129150391,-3.809030294418335,0.0
86,ACH-000783,-127.35601043701172,-131.72927856445312,3.806915521621704,0.56635582447052,True,-8.711830139160156,0.234375,-8.568650506092075,0.7887762784957886,-10.0,-4.503806114196777,-5.54408073425293,-3.9024882316589355,0.0
87,ACH-000818,-209.89404296875,-214.4637908935547,3.994903087615967,0.5748375654220581,True,-8.39126968383789,0.234375,-8.550912423866656,1.294997215270996,-10.0,-3.13608717918396,-3.641572952270508,-2.9033870697021484,0.0
88,ACH-000828,-174.9793701171875,-179.5083770751953,3.964142322540283,0.5648659467697144,True,-8.64811897277832,0.203125,-8.560633078757823,1.0904121398925781,-10.0,-3.344586133956909,-3.8489620685577393,-2.9982941150665283,0.0
89,ACH-000849,-127.36585998535156,-131.85069274902344,3.954983711242676,0.5298500061035156,True,-7.961589813232422,0.34375,-8.500728752205282,0.812336802482605,-10.0,-4.070080280303955,-4.75563907623291,-3.423229217529297,0.0
90,ACH-000856,-131.107421875,-135.33314514160156,3.6755335330963135,0.5501827597618103,True,-7.9097442626953125,0.34375,-8.441630303254286,0.8034330606460571,-10.0,-3.9192540645599365,-4.854221820831299,-3.5688395500183105,0.0
91,ACH-000857,-94.59069061279297,-98.88320922851562,3.702692985534668,0.5898257493972778,True,-7.784103870391846,0.390625,-8.375877659968042,0.5964256525039673,-10.0,-4.327305316925049,-4.849977016448975,-3.7144711017608643,0.0
92,ACH-000859,-150.9407958984375,-155.6336212158203,4.107320785522461,0.5855112075805664,True,-8.71725082397461,0.234375,-8.410014976368698,0.816058874130249,-10.0,-4.526936054229736,-5.147833824157715,-3.915700912475586,0.0
93,ACH-000876,-142.83399963378906,-147.12684631347656,3.7376511096954346,0.5551916360855103,True,-8.435287475585938,0.28125,-8.412542226290421,0.7984335422515869,-10.0,-4.436579704284668,-4.829080581665039,-3.7637572288513184,0.0
